UNIT_ID	IMMUNITY	IMMUNECAT
g000uu8107	3	2
g000uu0066	4	2
g000uu8001	6	2
g000uu0158	7	2
g000uu0190	1	3
g000uu8101	3	2
g000uu8101	6	2
g000uu8101	7	2
g000uu8101	5	2
g000uu8002	7	2
g000uu8002	4	2
g000uu8002	5	2
g000uu8002	6	2
g000uu8102	4	2
g000uu8102	6	2
g000uu8102	7	2
g000uu8102	5	2
g000uu8003	6	2
g000uu8103	6	2
g000uu8004	4	2
g000uu8004	5	2
g000uu8004	6	2
g000uu8004	7	2
g000uu8004	3	2
g000uu8104	4	2
g000uu8104	5	2
g000uu8104	6	2
g000uu8104	7	2
g000uu8104	3	2
g000uu8007	4	2
g000uu8007	5	2
g000uu8007	6	2
g000uu8007	7	2
g000uu8107	4	2
g000uu8107	5	2
g000uu8107	6	2
g000uu8107	7	2
g000uu8039	6	3
g000uu8023	4	2
g000uu8024	5	2
g000uu8041	3	2
g000uu8042	3	2
g000uu8043	3	2
g000uu8044	3	2
g000uu8048	4	2
g000uu8049	4	2
g000uu8050	1	2
g000uu8049	1	2
g000uu8149	4	2
g000uu8150	1	2
g000uu8149	1	2
g000uu8141	3	2
g000uu8143	3	2
g000uu8123	4	2
g000uu5022	1	2
g000uu5022	4	2
g000uu5022	5	2
g000uu5022	6	2
g000uu5022	7	2
g000uu5122	1	2
g000uu5122	4	2
g000uu5122	5	2
g000uu5122	6	2
g000uu5122	7	2
g001uu0024	1	2
g002uu0025	6	3
g002uu0105	4	3
g002uu5026	5	3
g001uu0097	3	2
g000uu0153	5	2
g000uu0153	6	2
g000uu0153	4	2
g001uu0098	3	2
g001uu0101	3	2
g001uu0103	3	2
g001uu0102	3	2
g001uu0104	3	2
g001uu0025	6	3
g001uu0107	4	2
g000uu0152	7	2
g000uu0031	7	2
g000uu5352	7	2
g000uu5358	7	2
g001uu0096	3	2
g001uu0099	3	2
g000uu6007	3	2
g000uu6107	3	2
g000uu6019	3	2
g000uu6119	3	2
g000uu8022	7	2
g000uu2001	5	2
g000uu2003	1	2
g000uu2004	1	2
g000uu0015	3	2
g000uu0155	3	2
g000uu0156	3	2
g000uu5356	3	2
g000uu2010	0	2
g000uu2011	5	2
g000uu2011	7	2
g000uu2005	3	2
g000uu7501	3	2
g000uu7500	5	2
g005uu8001	4	2
g000uu7504	4	2
g005uu6002	3	2
g000uu7503	3	2
g000uu7502	3	2
g005uu6111	3	2
g000uu2016	1	2
g000uu2017	1	2
g000uu2019	0	2
g000uu2019	3	2
g000uu2020	4	2
g000uu7530	3	2
g000uu7520	3	2
g000uu7520	6	2
g006uu1016	3	2
g006uu1016	6	2
g000uu7512	3	2
g000uu7513	3	2
g000uu7514	3	2
g000uu7515	3	2
g000uu7508	1	2
g000uu7509	6	3
g000uu7507	4	2
g000uu7523	1	2
g000uu7524	1	2
g006uu1026	3	2
g000uu7534	5	2
g000uu7534	7	2
g000uu2007	3	2
g000uu2008	3	2
g000uu7528	3	2
g000uu7526	1	2
g000uu7527	1	2
g000uu7531	4	2
g000uu8155	3	2
g006uu1128	4	2
g000uu8158	7	2
g000uu8159	5	2
g000uu8160	6	2
g000uu8161	4	2
g000uu8162	7	2
g000uu8163	5	2
g000uu8164	6	2
g000uu8165	4	2
g000uu8166	4	2
g000uu8166	5	2
g000uu8166	6	2
g000uu8166	7	2
g000uu8167	4	2
g000uu8167	5	2
g000uu8167	6	2
g000uu8167	7	2
g000uu8168	5	2
g000uu8169	6	2
g000uu8170	4	2
g000uu8171	7	2
g000uu8172	1	2
g000uu8172	3	2
g000uu8173	1	2
g000uu8173	3	2
g000uu8174	1	2
g000uu8174	3	2
g000uu8175	1	2
g000uu8175	3	2
g000uu8176	1	2
g000uu8176	3	2
g000uu8177	1	2
g000uu8177	3	2
g000uu8178	1	2
g000uu8178	3	2
g000uu8179	1	2
g000uu8179	3	2
g000uu8186	1	2
g000uu8186	3	2
g000uu8189	1	2
g000uu8189	3	2
g000uu8190	1	2
g000uu8190	3	2
g000uu8180	7	2
g000uu8181	5	2
g000uu8182	6	2
g000uu8183	4	2
g000uu8184	7	2
g000uu8184	5	2
g000uu8184	6	2
g000uu8184	4	2
g000uu8187	1	2
g000uu8187	3	2
g000uu8188	1	2
g000uu8188	3	2
g000uu8185	4	2
g000uu8185	5	2
g000uu8185	6	2
g000uu8185	7	2
g000uu8191	4	2
g000uu8191	5	2
g000uu8191	6	2
g000uu8191	7	2
g000uu8197	6	2
g000uu8198	6	2
g000uu8203	1	2
g000uu8203	3	2
g000uu8203	4	2
g000uu8203	5	2
g000uu8203	6	2
g000uu8203	7	2
g000uu8204	1	2
g000uu8204	3	2
g000uu8204	4	2
g000uu8204	5	2
g000uu8204	6	2
g000uu8204	7	2
g000uu8205	7	2
g000uu8205	6	2
g000uu8205	5	2
g000uu8205	4	2
g000uu8206	7	2
g000uu8206	6	2
g000uu8206	5	2
g000uu8206	4	2
g000uu8207	3	2
g000uu8208	3	2
g000uu8209	0	3
g000uu8209	1	2
g000uu8212	7	2
g000uu8210	1	2
g000uu8210	0	3
g000uu8211	1	2
g000uu8211	3	2
g000uu8216	1	2
g000uu8216	3	2
g000uu8217	1	2
g000uu8217	3	2
g000uu8218	5	2
g000uu8218	7	2
g000uu8219	3	2
g000uu8219	4	2
g000uu8219	5	2
g000uu8219	6	2
g000uu8219	7	2
g000uu8222	5	2
g000uu8222	7	2
g000uu8223	3	2
g000uu8223	4	2
g000uu8223	5	2
g000uu8223	6	2
g000uu8223	7	2
g000uu8224	6	2
g000uu8225	6	2
g000uu8226	6	2
g000uu8227	6	2
g000uu8228	6	2
g000uu8214	4	2
g000uu8214	5	2
g000uu8214	6	2
g000uu8214	7	2
g000uu8215	4	2
g000uu8215	5	2
g000uu8215	6	2
g000uu8215	7	2
g000uu8231	1	2
g000uu8232	1	2
g000uu8236	4	2
g000uu8236	6	2
g001uu8236	4	2
g001uu8236	6	2
g000uu8238	4	2
g000uu8238	5	2
g000uu8238	6	2
g000uu8238	7	2
g001uu8238	4	2
g001uu8238	5	2
g001uu8238	6	2
g001uu8238	7	2
g000uu8239	3	2
g000uu8239	0	2
g001uu8239	3	2
g001uu8239	0	2
g000uu8242	0	2
g001uu8242	0	2
g000uu8243	5	2
g000uu8243	7	2
g001uu8243	5	2
g001uu8243	7	2
g000uu8244	1	2
g000uu8244	3	2
g000uu8244	4	2
g000uu8245	1	2
g000uu8245	3	2
g000uu8254	1	2
g000uu8252	3	2
g000uu8253	3	2
g000uu8255	1	2
g000uu8255	3	2
g000uu8256	1	2
g000uu8256	3	2
g001uu8255	1	2
g001uu8255	3	2
g000uu8257	7	2
g000uu8261	3	2
g001uu8257	7	2
g001uu8261	3	2
g000uu8259	6	2
g000uu8259	1	2
g001uu8259	6	2
g001uu8259	1	2
g000uu8258	6	2
g000uu8267	3	2
g001uu8267	3	2
g000uu8268	5	2
g000uu8269	3	2
g000uu8270	4	2
g001uu8268	5	2
g001uu8269	3	2
g001uu8270	4	2
g000uu8272	1	2
g001uu8272	1	2
g000uu8274	1	2
g000uu8275	1	2
g000uu8275	6	2
g000uu8277	3	2
g000uu8277	7	2
g000uu8278	3	2
g000uu8278	7	2
g000uu8294	0	2
g000uu8279	3	2
g001uu8279	3	2
g000uu7536	5	3
g000uu7537	6	3
g000uu7538	4	3
g000uu8303	0	2
g000uu8303	1	2
g000uu8303	3	2
g001uu8303	0	2
g001uu8303	1	2
g001uu8303	3	2
g000uu8298	3	2
g000uu8298	7	2
g001uu8298	3	2
g001uu8298	7	2
g000uu8298	1	2
g001uu8298	1	2
g000uu8304	4	2
g000uu8305	3	2
g000uu8001	3	2
g000uu8001	5	2
g000uu8001	7	2
g000uu8306	1	2
g000uu8307	3	2
g001uu8307	3	2
g000uu8312	4	2
g001uu8312	4	2
g000uu8314	4	2
g000uu8314	5	2
g000uu8314	6	2
g000uu8314	7	2
g001uu8314	4	2
g001uu8314	5	2
g001uu8314	6	2
g001uu8314	7	2
g000uu7541	0	2
g001uu7541	0	2
g000uu7549	3	2
g001uu7549	3	2
g000uu7551	5	2
g001uu7551	5	2
g000uu7552	4	2
g001uu7552	4	2
g000uu7554	5	2
g001uu7554	5	2
g000uu7555	3	2
g001uu7555	3	2
g000uu7562	7	2
g000uu7560	7	2
g000uu7563	0	2
g000uu7564	0	2
g000uu7565	0	2
g000uu7568	6	2
g001uu7563	0	2
g001uu7564	0	2
g001uu7565	0	2
g001uu7560	7	2
g000uu7571	5	2
g001uu7571	5	2
g000uu7572	4	2
g000uu7572	5	2
g000uu7572	6	2
g000uu7572	7	2
g000uu7572	1	2
g000uu7573	4	2
g000uu7573	5	2
g000uu7573	6	2
g000uu7573	7	2
g000uu7573	3	2
g000uu7573	1	2
g000uu7574	4	2
g000uu7574	5	2
g000uu7574	6	2
g000uu7574	7	2
g000uu7574	3	2
g000uu7574	1	2
g000uu7573	0	2
g001uu7573	0	2
g001uu7573	4	2
g001uu7573	5	2
g001uu7573	6	2
g001uu7573	7	2
g001uu7573	3	2
g001uu7573	1	2
g001uu7574	4	2
g001uu7574	5	2
g001uu7574	6	2
g001uu7574	7	2
g001uu7574	3	2
g001uu7574	1	2
g000uu8144	3	2
g000uu8142	3	2
g000uu7577	4	2
g000uu7577	7	2
g001uu7577	4	2
g001uu7577	7	2
g000uu7575	7	2
g001uu7575	7	2
g000uu7576	4	2
g001uu7576	4	2
g000uu7581	5	2
g001uu7581	5	2
g000uu7582	5	2
g001uu7582	5	2
g000uu7583	5	2
g000uu7584	3	2
g000uu7585	3	2
g000uu7587	1	2
g000uu7588	4	2
g000uu7589	1	2
g001uu7584	3	2
g001uu7585	3	2
g001uu7587	1	2
g000uu2025	7	2
g000uu2026	6	2
g000uu2027	4	2
g000uu2028	5	2
g000uu2023	1	2
g000uu2024	3	2
g000uu2024	7	2
