UNIT_ID	UNIT_CAT	LEVEL	PREV_ID	RACE_ID	SUBRACE	BRANCH	SIZE_SMALL	SEX_M	ENROLL_C	ENROLL_B	NAME_TXT	DESC_TXT	ABIL_TXT	ATTACK_ID	ATTACK2_ID	ATCK_TWICE	HIT_POINT	BASE_UNIT	ARMOR	REGEN	REVIVE_C	HEAL_C	TRAINING_C	XP_KILLED	UPGRADE_B	XP_NEXT	MOVE	SCOUT	LIFE_TIME	LEADERSHIP	NEGOTIATE	LEADER_CAT	DYN_UPG1	DYN_UPG_LV	DYN_UPG2	WATER_ONLY	DEATH_ANIM
g000uu0032	0	3	g000uu0030	g000rr0001	4	3	False	True	g1300:r0000:y0000:e0000:w0000	g000000000	x000tg2032	x000tg2532	x000tgb006	g000aa0032	g000000000	False	400	G000000000	0	5	g0600:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	390	g000bb0044	1950	0	0	0	0	0	0	g000DU0032	10	g002DU0032	False	3
g000uu0033	0	1	g000000000	g000rr0001	4	2	True	True	g0050:r0000:y0000:e0000:w0000	g000000000	x000tg2033	x000tg2533	x000tgb006	g000aa0033	g000000000	False	60	G000000000	0	5	g0025:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	50	g000000000	95	0	0	0	0	0	0	g000DU0033	10	g002DU0033	False	3
g000uu0034	0	2	g000uu0033	g000rr0001	4	2	True	False	g0260:r0000:y0000:e0000:w0000	g000000000	x000tg2034	x000tg2534	x000tgb006	g000aa0034	g000000000	False	90	G000000000	0	5	g0200:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	70	g000bb0037	325	0	0	0	0	0	0	g000DU0034	10	g002DU0034	False	3
g000uu0035	0	3	g000uu0034	g000rr0001	4	2	True	False	g0660:r0000:y0000:e0000:w0000	g000000000	x000tg2035	x000tg2535	x000tgb006	g000aa0035	g000aa1035	False	120	G000000000	0	5	g0400:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	95	g000bb0038	850	0	0	0	0	0	0	g000DU0035	10	g002DU0035	False	3
g000uu0036	0	1	g000000000	g000rr0001	4	0	True	True	g0050:r0000:y0000:e0000:w0000	g000000000	x000tg2036	x000tg2536	x000tgb006	g000aa0036	g000000000	False	150	G000000000	0	5	g0025:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	35	g000000000	130	0	0	0	0	0	0	g000DU0036	10	g002DU0036	False	3
g000uu0037	0	2	g000uu0036	g000rr0001	4	0	True	True	g0300:r0000:y0000:e0000:w0000	g000000000	x000tg2037	x000tg2537	x000tgb006	g000aa0037	g000000000	False	200	G000000000	0	5	g0200:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	90	g000bb0026	600	0	0	0	0	0	0	g000DU0037	10	g002DU0037	False	3
g000uu0038	0	3	g000uu0037	g000rr0001	4	0	True	True	g0850:r0000:y0000:e0000:w0000	g000000000	x000tg2038	x000tg2538	x000tgb006	g000aa0038	g015aa8128	False	225	G000000000	10	5	g0400:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	160	g000bb0027	1275	0	0	0	0	0	0	g000DU0038	10	g002DU0038	False	3
g000uu0039	0	5	g000uu0040	g000rr0001	4	0	True	True	g3250:r0000:y0000:e0000:w0000	g000000000	x000tg2039	x000tg2539	x000tgb006	g000aa0039	g025aa8128	True	250	G000000000	40	5	g0800:r0000:y0000:e0000:w0000	g0004:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	300	g000bb0029	2300	0	0	0	0	0	0	g000DU0039	10	g002DU0039	False	3
g000uu0040	0	4	g000uu0038	g000rr0001	4	0	True	True	g1800:r0000:y0000:e0000:w0000	g000000000	x000tg2040	x000tg2540	x000tgb006	g000aa0040	g025aa8128	False	250	G000000000	20	5	g0600:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	220	g000bb0028	1750	0	0	0	0	0	0	g000DU0040	10	g002DU0040	False	3
g000uu0041	0	3	g000uu0037	g000rr0001	4	0	True	True	g0850:r0000:y0000:e0000:w0000	g000000000	x000tg2041	x000tg2541	x000tgb006	g000aa0041	g000000000	False	165	G000000000	0	5	g0400:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	145	g000bb0031	1475	0	0	0	0	0	0	g000DU0041	10	g002DU0041	False	3
g000uu5037	0	1	g000000000	g000rr0004	13	0	False	True	g1300:r0000:y0000:e0000:w0000	g000000000	x000tg2237	x000tg2837	x000tgb006	g000aa5037	g000000000	False	300	G000000000	0	5	g0600:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	300	g000000000	975	0	0	0	0	0	0	g000DU5037	10	g002DU5037	False	5
g000uu0043	0	1	g000000000	g000rr0001	4	4	False	True	g0450:r0000:y0000:e0000:w0000	g000bb0046	x000tg2043	x000tg2543	x000tgb006	g001aa0043	g000000000	False	175	G000000000	30	5	g0200:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	235	g000000000	825	0	0	0	0	0	0	g000DU0043	11	g002DU0043	False	3
g000uu0044	2	1	g000000000	g000rr0001	4	5	True	True	g0500:r0000:y0000:e0000:w0000	g000000000	x000tg2044	x000tg2544	x000tgb001	g000aa0044	g000000000	True	200	G000000000	10	5	g0200:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	110	g000000000	225	25	5	0	4	10	1	g000DU0044	11	g002DU0044	False	3
g000uu0045	2	1	g000000000	g000rr0001	4	5	True	True	g0500:r0000:y0000:e0000:w0000	g000000000	x000tg2045	x000tg2545	x000tgb002	g000aa0045	g000000000	True	125	G000000000	0	5	g0200:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	85	g000000000	185	30	5	0	4	10	2	g000DU0045	11	g002DU0045	False	3
g000uu0046	2	1	g000000000	g000rr0001	4	5	True	True	g0500:r0000:y0000:e0000:w0000	g000000000	x000tg2046	x000tg2546	x000tgb003	g008aa0046	g000000000	True	120	G000000000	0	5	g0200:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	85	g000000000	175	25	5	0	4	10	3	g003DU0046	11	g004DU0046	False	3
g000uu0047	2	1	g000000000	g000rr0001	4	5	True	True	g0300:r0000:y0000:e0000:w0000	g000000000	x000tg2047	x000tg2547	x000tgb004	g000aa0047	g001aa0043	False	150	G000000000	0	5	g0200:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	50	g000000000	120	25	5	0	2	13	4	g000DU0047	10	g002DU0047	False	3
g000uu0048	1	1	g000000000	g000rr0001	4	6	True	True	g0200:r0000:y0000:e0000:w0000	g000000000	x000tg2048	x000tg2548	x000tgb005	g000aa0048	g000000000	False	150	G000000000	0	5	g0200:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	50	g000000000	120	20	5	0	1	10	5	g000DU0048	10	g002DU0048	False	3
g000uu0049	4	1	g000000000	g000rr0001	4	7	False	True	g0300:r0000:y0000:e0000:w0000	g000000000	x000tg2049	x000tg2549	x000tgb006	g000aa0049	g000000000	False	130	G000000000	0	5	g0100:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	45	g000000000	160	15	5	1	1	20	0	g000DU0049	10	g002DU0049	False	3
g000uu0050	4	1	g000000000	g000rr0001	4	7	True	False	g3600:r0000:y0000:e0000:w0000	g000000000	x000tg2050	x000tg2550	x000tgb006	g000aa0050	g000000000	False	210	G000000000	0	5	g0400:r0000:y0000:e0000:w0000	g0006:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	310	g000000000	1550	25	5	1	1	30	0	g000DU0050	10	g002DU0050	False	3
g000uu0051	4	1	g000000000	g000rr0001	4	7	False	True	g3500:r0000:y0000:e0000:w0000	g000000000	x000tg2051	x000tg2551	x000tgb006	g000aa0051	g000000000	False	400	G000000000	0	5	g1000:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	610	g000000000	3000	30	5	1	1	60	0	g000DU0051	10	g002DU0051	False	3
g000uu0052	0	1	g000000000	g000rr0002	3	0	True	True	g0050:r0000:y0000:e0000:w0000	g000000000	x000tg2052	x000tg2552	x000tgb006	g000aa0052	g000000000	False	120	G000000000	0	10	g0025:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	25	g000000000	95	0	0	0	0	0	0	g000DU0052	10	g002DU0052	False	2
g000uu0053	0	2	g000uu0052	g000rr0002	3	0	True	True	g0300:r0000:y0000:e0000:w0000	g000000000	x000tg2053	x000tg2553	x000tgb006	g000aa0053	g000000000	False	170	G000000000	0	10	g0200:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	70	g000bb0050	550	0	0	0	0	0	0	g000DU0053	10	g002DU0053	False	2
g000uu0054	0	3	g000uu0053	g000rr0002	3	0	True	True	g0850:r0000:y0000:e0000:w0000	g000000000	x000tg2054	x000tg2554	x000tgb006	g000aa0054	g000000000	False	220	G000000000	0	10	g0400:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	130	g000bb0051	1050	0	0	0	0	0	0	g000DU0054	10	g002DU0054	False	2
g000uu0055	0	1	g000000000	g000rr0002	3	1	False	True	g0100:r0000:y0000:e0000:w0000	g000000000	x000tg2055	x000tg2555	x000tgb006	g000aa0055	g000000000	False	90	G000000000	40	5	g0050:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	100	g000000000	400	0	0	0	0	0	0	g000DU0055	10	g002DU0055	False	2
g000uu0056	0	2	g000uu0055	g000rr0002	3	1	False	True	g0550:r0000:y0000:e0000:w0000	g000000000	x000tg2056	x000tg2556	x000tgb006	g000aa0056	g000000000	False	180	G000000000	45	5	g0400:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	300	g000bb0053	1675	0	0	0	0	0	0	g000DU0056	10	g002DU0056	False	2
g000uu0057	0	1	g000000000	g000rr0002	3	3	False	True	g0100:r0000:y0000:e0000:w0000	g000000000	x000tg2057	x000tg2557	x000tgb006	g000aa0057	g000000000	False	180	G000000000	0	15	g0050:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	90	g000000000	400	0	0	0	0	0	0	g000DU0057	10	g002DU0057	False	2
g000uu0058	0	2	g000uu0057	g000rr0002	3	3	False	True	g0400:r0000:y0000:e0000:w0000	g000000000	x000tg2058	x000tg2558	x000tgb006	g000aa0058	g000000000	False	275	G000000000	0	15	g0400:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	235	g000bb0064	1175	0	0	0	0	0	0	g000DU0058	10	g002DU0058	False	2
g000uu0059	0	3	g000uu0058	g000rr0002	3	3	False	True	g1300:r0000:y0000:e0000:w0000	g000000000	x000tg2059	x000tg2559	x000tg4037	g000aa0059	g000000000	False	340	G000000000	0	15	g0600:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	375	g000bb0065	2150	0	0	0	0	0	0	g000DU0059	10	g002DU0059	False	2
g000uu0060	0	4	g000uu0059	g000rr0002	3	3	False	True	g2800:r0000:y0000:e0000:w0000	g000000000	x000tg2060	x000tg2560	x000tgb006	g000aa0060	g111aa9135	False	420	G000000000	10	20	g0800:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	825	g000bb0066	3100	0	0	0	0	0	0	g000DU0060	10	g002DU0060	False	2
g000uu0061	0	4	g000uu0059	g000rr0002	3	3	False	True	g2600:r0000:y0000:e0000:w0000	g000000000	x000tg2061	x000tg2561	x000tgb006	g000aa0061	g035aa8128	True	470	G000000000	0	20	g0800:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	525	g000bb0068	2650	0	0	0	0	0	0	g000DU0061	10	g002DU0061	False	2
g000uu0062	0	1	g000000000	g000rr0002	3	2	True	True	g0050:r0000:y0000:e0000:w0000	g000000000	x000tg2062	x000tg2562	x000tgb006	g000aa0062	g000000000	False	45	G000000000	0	5	g0025:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	20	g000000000	75	0	0	0	0	0	0	g000DU0062	10	g002DU0062	False	2
g000uu0063	0	2	g000uu0062	g000rr0002	3	2	True	True	g0260:r0000:y0000:e0000:w0000	g000000000	x000tg2063	x000tg2563	x000tgb006	g000aa0063	g000000000	False	75	G000000000	0	5	g0200:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	65	g000bb0055	500	0	0	0	0	0	0	g000DU0063	10	g002DU0063	False	2
g000uu0064	0	3	g000uu0063	g000rr0002	3	2	True	True	g0660:r0000:y0000:e0000:w0000	g000000000	x000tg2064	x000tg2564	x000tgb006	g000aa0064	g000000000	False	105	G000000000	0	8	g0400:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	130	g000bb0056	1175	0	0	0	0	0	0	g000DU0064	10	g002DU0064	False	2
g000uu0065	0	4	g000uu0064	g000rr0002	3	2	True	True	g1310:r0000:y0000:e0000:w0000	g000000000	x000tg2065	x000tg2565	x000tgb006	g000aa0065	g000000000	True	145	G000000000	15	10	g0600:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	160	g000bb0060	1125	0	0	0	0	0	0	g000DU0065	14	g002DU0065	False	2
