UNIT_ID	UNIT_CAT	LEVEL	SUBRACE	BRANCH	SIZE_SMALL	ATTACK_ID	XP_KILLED	XP_NEXT	LEADERSHIP	WATER_ONLY	REACH
g000uu5022	0	1	9	0	False	g000aa5022	2530	9000	0	False	1
g000uu5023	0	1	9	0	False	g000aa5023	1030	4000	0	False	1
g000uu5027	0	1	11	0	False	g000aa5027	335	1675	0	False	3
g000uu3001	8	1	1	5	True	g000aa3001	8000	9000	6	False	1
g000uu3002	8	1	4	5	True	g000aa3002	8000	9000	6	False	1
g000uu3003	8	1	3	5	True	g000aa3003	8000	9000	6	False	1
g000uu3004	8	1	2	5	True	g000aa3004	8000	9000	6	False	1
g000uu5028	0	1	11	0	True	g000aa5028	45	350	0	False	3
g000uu5003	0	1	6	0	True	g000aa5003	55	450	0	False	3
g000uu5005	0	1	7	0	True	g000aa5005	30	250	0	False	3
g000uu5112	2	1	8	5	True	g000aa5012	175	1400	6	False	3
g000uu5018	0	1	8	0	True	g000aa5018	11	75	0	False	2
g000uu5026	0	1	11	0	True	g000aa5026	100	975	0	False	1
g000uu5029	0	1	11	0	False	g000aa5029	400	2000	0	False	3
g000uu5031	0	1	6	0	True	g000aa5031	70	250	0	False	3
g000uu5036	0	1	13	0	False	g000aa5036	435	2200	0	False	3
g000uu5108	2	1	7	5	True	g000aa5008	290	2850	6	False	1
g000uu5011	0	1	7	0	True	g000aa5011	80	625	0	False	3
g000uu5113	2	1	8	5	True	g000aa5013	90	700	6	False	3
g000uu5131	2	1	6	5	True	g000aa5031	70	250	6	False	3
g000uu5136	2	1	13	5	False	g000aa5036	435	2200	6	False	3
g000uu5258	2	1	5	5	False	g000aa0058	175	875	6	False	3
g000uu5287	2	1	5	5	True	g000aa0087	75	600	6	False	3
g000uu0150	0	4	1	3	True	g000aa0150	300	2250	0	False	2
g000uu0151	0	4	1	3	True	g000aa0151	305	2400	0	False	1
g000uu0152	0	4	1	2	True	g000aa0152	210	2100	0	False	1
g000uu0153	0	3	1	2	True	g001aa0153	150	1200	0	False	2
g000uu0154	0	3	1	1	True	g000aa0154	125	1100	0	False	2
g000uu0155	0	5	1	0	True	g000aa0155	300	2000	0	False	3
g000uu0156	0	5	1	0	True	g000aa0156	320	2100	0	False	3
g000uu0157	0	4	1	0	True	g000aa0157	190	1050	0	False	3
g000uu0158	0	4	4	3	False	g000aa0158	895	3150	0	False	1
g000uu0159	0	4	4	3	False	g000aa0159	610	3050	0	False	3
g000uu0160	0	4	4	2	True	g000aa0160	120	1450	0	False	2
g000uu0161	0	3	4	2	True	g000aa0161	120	325	0	False	2
g000uu0162	0	3	4	1	True	g000aa0162	175	1100	0	False	2
g000uu0163	0	4	4	0	True	g000aa0163	250	2400	0	False	1
g000uu0164	0	4	4	0	True	g000aa0164	250	1500	0	False	2
g000uu0165	0	5	4	0	True	g000aa0165	310	2200	0	False	3
g000uu0166	0	4	3	0	True	g000aa0166	215	1475	0	False	3
g000uu0167	0	3	3	1	False	g000aa0167	810	2500	0	False	2
g000uu0168	0	5	3	3	False	g000aa0168	1285	4550	0	False	1
g000uu0169	0	5	3	3	False	g000aa0169	1050	3875	0	False	3
g000uu0170	0	5	3	3	False	g000aa0170	1025	3850	0	False	3
g000uu0171	0	3	3	2	True	g000aa0171	120	1200	0	False	2
g000uu0172	0	5	3	2	True	g000aa0172	390	3100	0	False	1
g000uu0173	0	4	3	2	True	g000aa0173	305	1325	0	False	2
g000uu0174	0	3	2	1	True	g000aa0174	100	725	0	False	2
g000uu0175	0	5	2	2	True	g000aa2075	480	3350	0	False	1
g000uu0176	0	5	2	2	True	g000aa0176	470	3500	0	False	1
g000uu0177	0	4	2	2	True	g000aa0177	315	1300	0	False	1
g000uu0178	0	4	2	2	True	g000aa0178	150	1475	0	False	2
g000uu0179	0	5	2	0	True	g000aa0179	350	2125	0	False	3
g000uu0180	0	4	2	3	False	g000aa0180	900	3600	0	False	1
g000uu0181	0	4	2	3	False	g000aa0181	1215	3350	0	False	1
g000uu6001	2	1	5	5	True	g000aa6001	720	5750	6	False	2
g000uu6002	2	1	5	5	False	g000aa6002	9950	9900	6	False	1
g000uu6003	2	1	5	5	True	g000aa6003	50	400	6	False	2
g000uu6004	2	1	5	5	False	g000aa6004	20	100	6	False	1
g000uu6008	2	1	6	5	True	g000aa6008	195	1950	6	False	3
g000uu6006	2	1	5	5	True	g000aa6006	200	1600	6	False	3
g000uu6010	2	1	5	5	False	g000aa6010	2570	9900	6	False	3
g000uu6005	2	1	5	5	True	g000aa6005	1760	5000	6	False	1
g000uu6009	2	1	5	5	True	g000aa6009	215	2140	6	False	1
g000uu6007	2	1	5	5	True	g000aa6007	735	3675	6	False	1
g000uu6011	2	1	5	5	False	g000aa6011	2790	9900	6	False	3
g000uu6012	2	1	12	5	False	g000aa6012	333	1250	6	False	3
g000uu6013	2	1	5	5	True	g000aa6013	75	750	6	False	2
g000uu6014	2	1	5	5	True	g000aa6014	1085	9500	6	False	1
g000uu6015	2	1	5	5	True	g000aa6015	550	4500	6	False	3
g000uu6016	2	1	5	5	False	g000aa6016	1370	5000	6	False	3
g000uu6017	2	1	5	5	True	g000aa6017	360	2900	6	False	3
g000uu6018	2	1	7	5	False	g000aa6018	2575	9900	6	False	1
g000uu5137	2	1	13	5	False	g000aa5037	195	975	6	False	3
g000uu5352	2	1	6	5	True	g000aa0152	210	2100	6	False	1
g000uu5354	2	1	6	5	True	g000aa0154	140	1100	6	False	2
g000uu5356	2	1	6	5	True	g000aa0156	320	2100	6	False	3
g000uu5358	2	1	5	5	False	g000aa0158	895	3150	6	False	1
g000uu5363	2	1	5	5	True	g000aa0163	250	2400	6	False	1
g000uu5367	2	1	5	5	False	g000aa0167	810	2500	6	False	2
g000uu5368	2	1	5	5	False	g000aa0168	1285	4550	6	False	1
g000uu5370	2	1	5	5	False	g000aa0170	1050	3850	6	False	3
g000uu5380	2	1	5	5	False	g000aa0180	900	3600	6	False	1
g000uu0190	0	1	4	0	True	g000aa0190	200	1975	0	False	3
g000uu5038	0	1	13	0	False	g000aa5038	130	650	0	False	3
g000uu5039	0	1	13	0	True	g000aa5039	90	700	0	False	3
g000uu5040	0	1	12	0	True	g000aa5040	160	1275	0	False	3
g000uu6019	2	1	5	5	True	g000aa6019	900	4100	6	False	1
g000uu6101	0	1	5	0	True	g000aa6001	720	5750	0	False	2
g000uu6102	0	1	5	0	False	g000aa6002	9950	9900	0	False	1
g000uu6103	0	1	5	0	True	g000aa6003	50	400	0	False	2
g000uu6104	0	1	5	0	False	g000aa6004	20	100	0	False	1
g000uu6105	0	1	5	0	True	g000aa6005	1760	5000	0	False	1
g000uu6106	0	1	5	0	True	g000aa6006	200	1600	0	False	3
g000uu6107	0	1	5	0	True	g000aa6007	735	3675	0	False	1
g000uu6108	0	1	6	0	True	g000aa6008	195	1950	0	False	3
g000uu6109	0	1	5	0	True	g000aa6009	215	2140	0	False	1
g000uu6110	0	1	5	0	False	g000aa6010	2570	9900	0	False	3
g000uu6111	0	1	5	0	False	g000aa6011	2790	9900	0	False	3
g000uu6112	0	1	12	0	False	g000aa6012	333	1250	0	False	3
g000uu6113	0	1	5	0	True	g000aa6013	75	750	0	False	2
g000uu6114	0	1	5	0	True	g000aa6014	1085	9500	0	False	1
g000uu6115	0	1	5	0	True	g000aa6015	550	4500	0	False	3
g000uu6116	0	1	5	0	False	g000aa6016	1370	5000	0	False	3
g000uu6117	0	1	5	0	True	g000aa6017	360	2900	0	False	3
g000uu6118	0	1	7	0	False	g000aa6018	2575	9900	0	False	1
g000uu6119	0	1	5	0	True	g000aa6019	900	4100	0	False	1
g000uu5139	2	1	13	5	True	g000aa5039	90	700	6	False	3
g000uu6120	0	1	5	0	True	g000aa6020	210	2550	0	False	3
g000uu6020	2	1	5	5	True	g000aa6020	210	2550	6	False	3
g000uu6021	2	1	5	5	True	g000aa6021	170	450	4	False	3
g000uu6121	0	1	5	0	True	g000aa6021	170	450	0	False	3
g000uu7050	2	1	5	5	True	g000aa0050	385	1550	1	False	1
g000uu8001	0	1	5	0	False	g000aa8001	9995	9995	0	False	1
g000uu8002	0	1	5	0	False	g000aa8002	9995	9995	0	False	1
g000uu8003	0	1	7	0	True	g000aa8003	9995	9995	0	False	1
g000uu8004	0	1	5	0	False	g000aa8004	9995	9995	0	False	1
g000uu8005	0	1	5	0	True	g000aa8005	315	2500	0	False	1
g000uu8006	0	1	7	0	True	g000aa8006	3465	9995	0	False	1
g000uu8007	0	1	5	0	True	g000aa8007	6750	9995	0	False	1
g000uu8008	0	1	6	0	True	g000aa8008	2175	4500	0	False	3
g000uu8101	2	1	5	5	False	g000aa8001	9995	9995	6	False	1
g000uu8102	2	1	5	5	False	g000aa8002	9995	9995	6	False	1
g000uu8103	2	1	7	5	True	g000aa8003	9995	9995	6	False	1
g000uu8104	2	1	5	5	False	g000aa8004	9995	9995	6	False	1
g000uu8105	2	1	5	5	True	g000aa8005	315	2500	6	False	1
g000uu8106	2	1	7	5	True	g000aa8006	3465	9995	6	False	1
g000uu8107	2	1	5	5	True	g000aa8007	6750	9995	6	False	1
g000uu8009	2	1	14	5	True	g000aa8009	60	165	4	False	3
g000uu8010	2	1	14	5	True	g008aa8010	66	150	4	False	1
g000uu8011	2	1	14	5	True	g000aa8011	86	180	4	False	2
g000uu8012	2	1	14	5	True	g000aa8012	36	100	2	False	2
g000uu8013	1	1	14	6	True	g000aa8013	24	95	1	False	3
g000uu8014	0	1	14	0	True	g000aa8014	36	145	0	False	3
g000uu8015	0	2	14	0	True	g000aa8015	88	550	0	False	3
g000uu8016	0	2	14	0	True	g000aa8016	90	730	0	False	3
g000uu8017	0	3	14	0	True	g000aa8017	170	1300	0	False	3
g000uu8018	0	1	14	1	True	g000aa8018	25	95	0	False	2
g000uu8019	0	2	14	1	True	g000aa8019	60	500	0	False	2
g000uu8020	0	3	14	1	True	g000aa8020	130	1150	0	False	2
g000uu8021	0	3	14	1	True	g000aa8021	125	1075	0	False	2
g000uu8022	0	2	14	1	True	g000aa8022	60	475	0	False	2
g000uu8023	0	3	14	1	True	g000aa8023	135	1075	0	False	2
g000uu8024	0	3	14	1	True	g000aa8024	135	1075	0	False	2
g000uu8025	0	1	14	2	True	g000aa8025	15	75	0	False	1
g000uu8026	0	2	14	2	True	g000aa8026	50	505	0	False	1
g000uu8027	0	3	14	2	True	g000aa8027	125	1225	0	False	1
g000uu8028	0	3	14	2	True	g000aa8028	125	1215	0	False	1
g000uu8029	0	1	14	4	False	g000aa8029	105	415	0	False	3
g000uu8030	0	2	14	4	False	g000aa8030	240	1200	0	False	3
g000uu8031	0	1	14	3	True	g000aa8031	25	90	0	False	2
g000uu8032	0	2	14	3	True	g000aa8032	50	575	0	False	2
g000uu8033	0	3	14	3	True	g000aa8133	120	1275	0	False	2
g000uu8034	0	4	14	3	True	g000aa8034	280	2075	0	False	1
g000uu8235	0	5	14	3	True	g000aa8035	410	3400	0	False	1
g000uu8036	0	1	14	0	True	g000aa8036	20	75	0	False	3
g003uu8037	0	1	14	3	False	g002aa8037	90	500	1	False	2
g000uu8037	4	1	14	7	False	g000aa8037	90	365	1	False	3
g000uu8038	4	1	14	7	False	g000aa8038	170	1360	1	False	3
g000uu8039	4	1	14	7	False	g000aa8039	780	3115	1	False	1
g000uu8040	8	1	14	5	True	g000aa8040	9995	9995	0	False	1
g001uu8040	0	1	14	7	True	g000aa8040	9995	9995	0	False	1
g000uu8041	0	1	5	0	True	g000aa8041	165	1330	0	False	3
g000uu8042	0	1	5	0	True	g000aa8042	145	585	0	False	2
g000uu8043	0	1	5	0	True	g000aa8043	125	615	0	False	1
g000uu8044	0	1	5	0	True	g000aa8044	50	200	0	False	2
g000uu8045	0	1	12	0	True	g000aa8045	190	1535	0	False	2
g000uu8046	0	1	12	0	True	g000aa8046	165	1665	0	False	1
g000uu8047	0	1	8	0	False	g000aa8047	400	2000	0	False	2
g000uu8048	0	1	8	0	True	g000aa8048	195	970	0	False	1
g000uu8049	0	1	5	0	False	g000aa8049	3390	9990	0	False	1
g000uu8050	0	1	6	0	True	g000aa8050	3360	7000	0	False	3
g000uu8141	2	1	5	5	True	g000aa8041	165	1330	6	False	3
g000uu8143	2	1	5	5	True	g000aa8043	125	615	6	False	1
g000uu8145	2	1	12	5	True	g000aa8045	190	1535	6	False	2
g000uu8146	2	1	12	5	True	g000aa8046	165	1665	6	False	1
g000uu8147	2	1	8	5	False	g000aa8047	400	2000	6	False	2
g000uu8149	2	1	5	5	False	g000aa8049	3390	9990	6	False	1
g000uu8150	2	1	6	5	True	g000aa8050	3360	7000	6	False	3
g000uu8116	2	1	7	5	True	g000aa8016	90	728	6	False	3
g000uu8119	2	1	7	5	True	g000aa8019	60	500	6	False	2
g000uu8123	2	1	7	5	True	g000aa8023	135	1075	6	False	2
g000uu8133	2	1	7	5	True	g000aa8133	70	1275	6	False	2
g000uu8115	2	1	7	5	True	g000aa8015	90	550	6	False	3
g000uu8051	0	4	14	1	True	g000aa8051	160	1625	0	False	2
g000uu8052	0	5	14	1	True	g000aa2076	470	3300	0	False	1
g000uu8136	4	1	14	7	True	g000aa8036	20	75	1	False	3
g000uu8142	2	1	5	5	True	g000aa8042	145	585	6	False	2
g000uu8144	2	1	5	5	True	g000aa8044	50	200	6	False	2
g001uu0024	0	1	1	7	False	g000aa0024	95	375	0	False	3
g001uu3001	0	1	1	7	True	g000aa3001	8000	9000	0	False	1
g003uu8039	0	3	14	3	False	g002aa8039	350	2500	0	False	1
g001uu0025	0	1	1	7	False	g000aa0025	600	2400	0	False	1
g001uu0051	0	1	4	7	False	g000aa0051	435	3000	0	False	3
g001uu0102	0	1	2	7	False	g000aa0102	90	350	0	False	3
g003uu8038	0	2	14	3	False	g002aa8038	170	1250	1	False	2
g001uu0103	0	1	2	7	True	g000aa0103	310	1225	1	False	1
g001uu0104	0	1	2	7	False	g000aa0104	400	3100	1	False	3
g001uu0105	0	1	3	7	False	g000aa0075	90	350	1	False	1
g001uu0106	0	1	3	7	False	g000aa0076	105	425	1	False	3
g001uu0107	0	1	3	7	False	g000aa0077	800	3200	1	False	1
g001uu0049	0	1	4	7	False	g000aa0049	40	160	1	False	3
g001uu0101	0	1	2	0	True	g000aa0101	35	140	1	False	3
g001uu0022	0	1	1	7	True	g000aa0022	40	100	0	False	2
g001uu0070	0	1	3	7	True	g000aa0070	60	175	4	False	3
g001uu0071	0	1	3	7	True	g000aa0071	60	145	4	False	2
g001uu0072	0	1	3	7	True	g000aa0072	60	160	4	False	1
g001uu0073	0	1	3	7	True	g000aa0073	50	120	2	False	2
g001uu0096	0	1	2	7	True	g000aa0096	65	175	4	False	3
g001uu0097	0	1	2	7	True	g000aa0097	65	160	4	False	1
g001uu0098	0	1	2	7	True	g000aa0098	65	185	4	False	1
g001uu0099	0	1	2	7	True	g000aa0099	45	115	2	False	2
g001uu0100	0	1	2	7	True	g000aa0100	25	95	1	False	3
g001uu8009	0	1	14	7	True	g000aa8009	60	165	4	False	3
g001uu8010	0	1	14	7	True	g000aa8010	66	160	4	False	1
g001uu8011	0	1	14	7	True	g000aa8011	86	180	4	False	2
g001uu8012	0	1	14	7	True	g000aa8012	36	100	2	False	2
g001uu8013	0	1	14	7	True	g000aa8013	24	95	1	False	3
g001uu0044	0	1	4	7	True	g000aa0044	110	225	4	False	3
g001uu0045	0	1	4	7	True	g000aa0045	85	185	4	False	2
g001uu0046	0	1	4	7	True	g000aa0046	85	185	4	False	1
g001uu0047	0	1	4	7	True	g000aa0047	50	120	2	False	3
g001uu0048	0	1	4	7	True	g000aa0048	50	120	1	False	3
g001uu0019	0	1	1	7	True	g000aa0019	60	150	4	False	3
g001uu0020	0	1	1	7	True	g000aa0020	60	155	4	False	2
g001uu0021	0	1	1	7	True	g000aa0021	60	160	4	False	1
g001uu0023	0	1	1	7	True	g000aa0023	25	95	1	False	3
g001uu0074	0	1	3	7	True	g000aa0074	25	95	1	False	3
g003uu5030	0	2	1	0	True	g002aa5030	110	500	0	False	3
